speech,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_9,mfcc_10,mfcc_12,mfcc_14,mfcc_15,mfcc_17,mfcc_19,mfcc_20,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,chroma_1,chroma_8,spectral_1,spectral_2
data/Neutral_Female/ws_neutral_32.wav,neutral,-587.1463,119.918884,4.1615057,52.794952,12.375518,5.5207286,19.198048,18.640835,-10.509796,7.2033496,-8.281911,-7.3052263,-1.4198507,2.6190977,-1.923069,1.5898253,1.8123462,1.7271656,1.2815807,-3.1103175,-2.908018,0.8973105,1.8946244,-3.0420423,-1.0919236,1.4981652,1.3517418,3.85719,2.8223743,3.1774518,-0.34775156,5.0038404,-1.2188681,0.47426292,0.49343815,21.457833482053875,15.068209330696424
data/Neutral_Female/ws_neutral_26.wav,neutral,-531.7246,143.26779,-2.5240996,51.728603,8.626399,-0.7376244,18.530796,17.298828,-12.919191,4.708346,-5.186449,-4.6687837,-2.0596974,-0.6151656,-3.0085227,1.8648689,0.8844602,-0.37546408,-1.8711962,-4.4220734,-4.290101,0.31403497,2.8684182,-5.223317,-2.7085655,5.6067147,5.1261926,6.1491117,5.769212,6.6374955,0.8952609,3.3003392,-1.0469304,0.4782696,0.51174045,22.53824067194111,15.39087356255111
data/Neutral_Female/neutral_xn_3.wav,neutral,-592.7351,125.01672,-9.617629,69.24709,-4.816613,-2.4760108,12.697873,14.390679,-9.155997,10.674926,9.069852,-5.714591,8.588092,0.8780051,-0.445314,2.217223,-6.74745,-3.8544214,-4.156537,-7.498238,0.30618927,-5.2397566,-2.662982,-2.4020255,-5.0257444,-0.52080125,-3.527131,1.1301235,0.3520853,5.539569,-1.7460365,1.6256135,2.2084584,0.47445574,0.53214926,31.50932978894435,15.822890481177724
data/Neutral_Female/neutral_xn_2.wav,neutral,-543.1106,119.65666,-24.134888,62.496487,-2.2091093,-9.268502,7.5139294,13.145422,-4.853366,11.13648,7.5565543,-4.0785427,10.541213,1.0944052,-0.2124592,2.3469195,-7.4400153,-2.5034862,-4.0524035,-9.347263,0.4401678,-2.6324005,1.1749533,0.74483573,-3.3877358,2.7153,-3.6036131,-2.4147246,1.0973312,4.956577,-0.3709879,-0.22496311,-0.1996856,0.52905506,0.44920364,30.55528919566211,15.2963905578469
data/Neutral_Female/ws_neutral_27.wav,neutral,-516.63654,147.26941,-15.494476,51.207684,2.7609813,9.327486,25.138601,19.908968,-11.261744,7.115484,-3.5387123,-8.793095,-1.5655776,2.1091433,-4.635126,2.1388903,2.0666184,3.7224865,-2.6274273,-4.0055146,-1.0993496,-0.1003982,6.4244967,-2.4148026,-2.8690934,4.1924443,0.5840183,5.0476327,0.17780069,6.6838274,1.8098861,4.951094,0.46664345,0.50192475,0.53270715,22.045078124498257,15.707256490643516
data/Neutral_Female/ws_neutral_33.wav,neutral,-576.3542,136.61182,-7.2342825,41.549545,0.8997685,9.638918,21.902514,18.406841,-8.824423,8.881588,-3.3746123,-8.730133,-3.1361907,3.0233335,-4.573402,0.6820255,-0.8487267,4.5158052,2.1194932,-3.3647394,0.19022721,2.8105347,4.5278783,-2.8736084,-2.8800979,1.77051,-0.65592384,2.9583619,0.6584529,2.3554673,-0.77875304,2.431022,-2.5967019,0.6206178,0.57770205,21.930541636028657,15.333797515946955
data/Neutral_Female/jt_neutral_23.wav,neutral,-360.2273,137.01472,-69.063805,59.044155,-40.17784,-27.577356,6.1219325,0.45480347,-30.90151,-14.635642,-2.451622,-18.496838,0.85537577,-6.195507,-12.84142,-9.373543,-20.105299,0.18890172,-11.834436,-11.927428,-0.90616477,-13.854402,4.056773,-2.6528587,-5.749968,11.531534,-0.23095573,9.813312,1.0540093,9.498283,-4.066426,-1.0409461,1.1383331,0.27073097,0.43545273,33.58786058383088,17.760168375231597
data/Neutral_Female/jt_neutral_27.wav,neutral,-359.5151,142.93501,-49.73653,52.183533,-45.75955,-24.64448,3.171547,2.1671293,-31.200777,-10.597484,-0.846167,-10.265003,-0.99772257,-9.248407,-14.006928,-4.528101,-17.467909,-4.194276,-5.646645,-9.850071,-0.7169479,-10.248597,-1.7451463,-4.820421,-11.318542,-0.14058174,-5.4045644,3.6271424,2.9124374,9.119009,1.1824222,0.15470472,0.67220646,0.37867746,0.5661663,36.61588205519438,14.764303085767105
data/Neutral_Female/ws_neutral_37.wav,neutral,-544.9603,141.72792,-1.9378788,43.975243,0.89730644,6.6884627,27.520926,14.470467,-9.821518,7.696291,-8.017183,-8.925179,-2.8445382,0.44052708,-3.8848357,-1.1110537,-0.7566034,4.1653595,4.15901,-3.0518746,-2.0088468,1.3695369,1.7780247,-2.8738155,-3.4649038,-0.0034962874,0.38691032,1.8893691,1.4338999,2.041364,2.7856388,5.7267003,-1.3689123,0.42491218,0.46859628,22.327242834200913,15.53855807946437
data/Neutral_Female/ws_neutral_23.wav,neutral,-539.4143,134.22554,16.728403,34.839966,10.01016,11.53126,17.434069,13.385855,-9.512094,-0.8744618,-8.315704,-10.242393,-4.6051993,-5.297558,-3.8445702,-4.340668,2.4255478,5.8234835,-2.1676183,-1.6192293,-0.025361985,0.39757514,9.499264,2.869344,-2.5443442,5.2958093,3.6744752,3.3428736,2.9596772,6.1447845,-0.37125573,0.49509254,1.8754582,0.43536824,0.44988889,22.564004393485497,17.250692334569344
data/Neutral_Female/neutral_xn_6.wav,neutral,-603.84064,137.39688,7.917378,37.58511,1.4391094,-2.979048,12.326182,0.682878,-1.5035797,7.2545013,1.6171384,0.9805952,4.730181,-2.606957,2.7726543,-1.8296276,-0.98397756,-4.2480764,-2.3742003,-3.3444533,-2.6770103,-1.6010555,-4.07942,-5.0453057,-4.034393,-3.209053,-2.3505967,-1.7628161,1.3684728,3.4114485,1.3745213,1.4675361,0.58486366,0.5412927,0.44317672,30.275025233607014,14.546274751357393
data/Neutral_Female/neutral_xn_7.wav,neutral,-565.4597,125.39618,-8.176511,49.52854,3.5511792,-11.196968,14.766361,-0.28388315,0.4000636,9.198333,4.468364,1.7591354,4.5920434,-2.885662,1.6967026,-0.9434664,-4.073103,-6.8893404,-2.680342,-5.4607773,-2.883553,0.8100975,-0.5301489,-1.427577,-2.174516,-0.35701427,1.1713492,1.2053703,-1.1092714,-0.35548717,-1.1502514,0.93707514,4.8326726,0.43846497,0.3963051,29.74484111983683,17.918905834472874
data/Neutral_Female/ws_neutral_22.wav,neutral,-577.5257,134.51277,13.747721,35.976795,12.551441,15.503901,21.940493,16.125504,-7.3138466,0.76738244,-4.5507016,-8.530085,-0.4461201,-4.635348,-3.6207902,-2.5131757,1.8694928,5.178372,-3.5301406,-3.273574,0.94313514,-1.5277954,3.4284246,-0.122283645,-3.7552955,1.8313503,1.058925,2.0247576,1.6300309,6.1732335,0.2533702,3.8439329,5.795947,0.3934736,0.42929438,23.83192468967801,16.7956520642192
data/Neutral_Female/ws_neutral_36.wav,neutral,-542.9758,145.22495,-20.277788,71.92569,6.9648423,3.308061,28.78024,15.235921,-13.473879,7.5511336,-3.649212,-7.8819995,-0.85417163,3.5268846,-3.2261221,-0.5433031,1.3870056,4.775849,-1.427539,-1.2845808,-0.8556606,-3.7635539,6.502645,-2.3424442,-6.1198235,3.4328876,-0.41807702,4.289642,2.9483652,4.5049305,-0.92267007,6.097783,1.0707226,0.46476087,0.5303384,23.209673089102086,15.35261271883789
data/Neutral_Female/jt_neutral_26.wav,neutral,-362.59628,131.96838,-54.354057,49.501953,-47.06904,-19.274878,2.4037306,3.1321087,-33.49231,-10.692052,5.3747454,-9.990167,1.8480355,-6.67614,-12.735302,-2.354852,-16.345423,-2.758964,-7.050644,-10.273137,3.8914645,-6.2410526,2.2368338,0.3217547,-6.7488213,3.7909138,-1.3527744,6.0106707,-1.3098993,3.8739905,-4.660693,-2.57412,-0.3402438,0.3827539,0.2745405,30.73578345338581,15.822706748534575
data/Neutral_Female/jt_neutral_18.wav,neutral,-366.24652,137.61394,-51.744087,50.01355,-33.26678,-29.037888,5.969752,-8.723428,-30.413174,-19.366955,3.2727134,-14.310528,0.056984182,-8.871148,-11.200754,-6.205188,-15.036656,-7.758329,-10.231565,-9.748118,-2.5885935,-12.51919,-1.1875548,-0.8952117,-5.8283486,5.40142,2.8724256,10.518872,7.3434696,8.561598,-1.7387948,-1.595559,-1.2330002,0.18280561,0.6662929,34.38928233168311,17.439375745418047
data/Neutral_Female/jt_neutral_24.wav,neutral,-356.63474,138.1088,-52.032547,50.835083,-46.658413,-22.292803,5.8878994,-1.6695309,-42.72202,-2.2302928,-2.6249013,-12.465973,-1.9046474,-10.993487,-12.819772,-2.7550964,-17.01926,-5.7120004,-7.0267024,-10.30247,0.4029994,-8.591359,-0.75556403,-1.6085092,-5.2474985,6.703123,1.8658252,7.11409,1.1275904,5.695749,-1.005291,0.45851144,0.45703065,0.3943034,0.39368305,33.904979267099286,14.975573758728531
data/Neutral_Female/ws_neutral_08.wav,neutral,-491.71893,148.61473,-3.6766634,41.736965,3.67922,1.4758526,9.24806,12.009706,-6.219868,1.0578617,-7.301152,-0.9934151,-5.576457,-6.4814367,0.035311185,-3.2054174,-2.6119196,-3.7971277,-2.6009579,-0.9464643,0.22381918,-4.5738583,2.4306636,5.4330616,-4.4474845,2.238748,4.886252,1.0849799,3.2581255,0.99467623,2.8077302,-2.6424341,-2.1152203,0.3649306,0.5894667,19.979520213624273,16.51187249870664
data/Neutral_Female/ws_neutral_20.wav,neutral,-489.8755,146.9009,-20.251232,56.810276,6.9494824,-0.49600837,6.2245927,18.657719,-12.683224,5.5104446,-3.5710104,0.8892644,-4.959383,-3.1937406,-0.033838112,-1.0227103,-1.7802696,-2.2913377,-4.2499843,-1.9775189,-0.5260106,-7.316612,1.8408121,3.2482436,-4.822507,1.4724255,4.8782196,6.057001,0.21447167,2.1485364,-1.5915498,-0.03938276,-0.65118223,0.42915633,0.4912908,19.47553164293446,14.730566572191888
data/Neutral_Female/ws_neutral_34.wav,neutral,-563.0129,131.09987,-12.139775,37.595028,1.6080348,4.85432,21.727564,16.677956,-3.4270945,7.2979827,-2.8737895,-6.974193,-1.5224419,1.6933094,-2.6817994,0.41721874,1.1732814,4.415288,2.6929438,-1.9713825,-0.7349175,2.0970533,4.930812,-0.75720865,-1.9110794,1.1829665,0.50094384,3.7096186,-0.7306918,1.2591236,-0.576836,2.6255991,-1.8532052,0.50533223,0.4495761,21.07701450895108,15.604808167075053
data/Neutral_Female/neutral_xn_5.wav,neutral,-598.80475,133.7211,4.452722,46.836483,9.851368,-1.5116525,10.093499,1.785688,-2.292706,6.385857,-0.2519648,-0.49302262,5.895145,-2.868713,-2.4387681,-0.3351017,-4.9254107,-4.663896,-3.0431182,-6.425113,-3.591024,-5.185425,-5.382279,-2.4028277,-3.1574397,-0.451129,-0.24584755,-2.2047892,-4.027469,-2.5276277,0.5185683,4.213287,5.6147146,0.48954326,0.34094605,31.786737414783516,17.21383265677921
data/Neutral_Female/neutral_xn_4.wav,neutral,-599.19324,137.9614,0.6259458,44.015114,6.1284432,0.06878383,13.695037,0.09526035,-3.1776328,8.623072,1.4438311,-1.409114,5.3565717,-2.0232165,1.726117,-1.6075919,-3.530584,-3.6918821,-3.1040573,-6.8112082,-2.733929,-3.674359,-5.2538753,-2.4288194,-2.8529816,-1.6620114,-1.6831629,-3.3763666,-5.664625,-1.5653241,1.3340366,6.8229065,10.917965,0.47441068,0.3871245,32.0021752385799,16.470227573844163
data/Neutral_Female/ws_neutral_35.wav,neutral,-541.1909,144.53943,-9.713309,64.78092,3.3807485,0.58442664,28.29373,17.276197,-12.181458,6.8979635,-4.5772557,-11.672484,-2.7793932,4.0942616,-3.1097608,0.62312,-3.528923,5.087005,5.7404394,-0.8527327,-1.6420153,-1.7823606,5.5606956,-1.2626394,-4.595493,2.0742466,-0.4568842,3.667257,4.185226,4.4376435,-1.0785375,7.0161977,2.1235726,0.5495549,0.5484582,21.892161110400128,15.375350568700274
data/Neutral_Female/ws_neutral_21.wav,neutral,-560.2407,125.247856,12.881118,37.271557,15.495461,8.959704,20.64065,13.197295,-7.5881243,-2.1088634,-9.5426235,-7.0717525,-3.7916827,-5.1015015,-2.7294958,-4.1985097,0.41185683,6.031463,-4.178357,-3.2740846,2.4229584,-1.517104,2.9690838,1.8201932,-1.6051657,4.450928,3.5994036,2.899253,6.769877,7.2318106,1.3681046,1.1244245,0.671564,0.436786,0.48392153,22.745781885463533,17.95431055452738
data/Neutral_Female/ws_neutral_09.wav,neutral,-466.6133,153.46509,-18.361973,40.30154,8.630988,-0.56898665,4.9217772,13.863534,-8.259467,4.052669,-5.2782116,2.4959488,-4.0173864,-6.62459,2.5368564,-4.0353866,-4.4927883,-2.2845268,-0.7094396,-4.6297984,1.0544014,-0.49473736,-0.8205654,6.2220755,-0.6176241,-0.9099271,6.5778084,5.01241,3.5975235,0.5123697,-3.1143384,-2.7856238,-1.1159164,0.42719352,0.5142894,18.742686426876016,15.10832969470976
data/Neutral_Female/jt_neutral_25.wav,neutral,-354.29727,126.15397,-60.940136,65.45393,-44.416348,-22.23589,1.7545898,4.5292687,-43.731647,-2.358901,-1.0237718,-12.844909,0.15382415,-9.857641,-12.456413,-5.0264983,-18.40273,-1.3910855,-5.833836,-7.795154,1.1402314,-10.211129,3.5478585,-1.5389975,-3.70288,10.610219,0.9971863,9.036167,-5.3925896,4.069618,-5.4873214,0.6338249,1.6883656,0.38190603,0.26725927,33.57818931911826,16.145669832243037
data/Neutral_Female/jt_neutral_19.wav,neutral,-361.94293,125.92835,-65.621925,58.007656,-34.31829,-23.19583,5.7913218,0.09173672,-30.168558,-14.090381,0.72294205,-12.923604,0.6460192,-5.8871675,-6.750967,-7.7670183,-14.07292,-5.6049566,-11.927421,-11.332037,-1.1947693,-10.505598,0.61393774,-1.8867524,-6.6485887,3.299696,-1.137068,10.22973,6.9908795,8.608879,-4.1049905,-0.70355207,0.17893991,0.25182697,0.60602725,34.10581490831678,16.723561662778764
data/Neutral_Female/neutral_xn_20.wav,neutral,-568.76465,153.14561,-15.258898,39.808933,-5.950961,-12.400893,13.399415,2.044201,-1.520521,12.142229,-0.8903396,-1.9271144,4.146955,-1.7998557,1.9467008,-0.95067006,-1.8937117,-4.9513597,-4.5181017,-6.4276814,-3.4182918,-2.8647463,-4.1503677,-3.458196,-2.1290028,-0.32706738,-1.6034107,-2.0609145,-2.8533044,0.34577748,-0.20185287,1.3597772,2.8877947,0.46551365,0.4508039,31.217070479439524,16.356045720116523
data/Neutral_Female/neutral_xn_21.wav,neutral,-505.0721,125.779495,-19.300306,45.51839,3.8329418,-13.603826,15.830214,6.830478,3.4908037,7.4785,-2.0466895,1.6731887,1.1717288,-2.425755,0.5440112,-3.9809937,-1.2069231,-0.6283415,-3.0700848,-5.5276885,-2.9943924,-3.279996,-3.0306432,-2.0055497,-0.02554198,2.3753061,-0.05476978,2.7363408,-1.3249947,2.2109876,2.3605056,0.43444565,2.0015628,0.28119934,0.47001624,30.44506673692592,15.796637198694572
data/Neutral_Female/jt_neutral_8.wav,neutral,-381.17487,142.36769,-54.76283,36.699947,-32.855587,-26.71279,1.5640718,-1.4056848,-27.993143,-10.164139,-6.8902464,-9.1872835,-3.9987314,-7.209841,-8.653487,-3.3342383,-12.941375,-6.1201267,-4.7986712,-10.454389,-1.0202421,-8.592446,-4.0226383,-3.5996115,-12.1142645,1.0689232,2.144791,6.5132627,7.0442567,9.696668,3.3084702,-3.457157,-0.7086849,0.31444812,0.467671,33.529217179484945,16.559225411856524
data/Neutral_Female/neutral_xn_22.wav,neutral,-528.80286,164.23904,-30.075752,44.66164,-0.12534039,-10.449205,14.373453,11.5010195,1.7570992,5.460031,3.911942,-0.020254234,5.4147696,-2.8361418,3.8143563,-1.2711606,-1.6487273,-5.4620905,-2.8352237,-3.3570857,-1.4748129,-3.3669806,-1.6751329,0.82215446,-3.3166711,-2.283242,-0.6344326,0.53109753,3.3029306,5.688298,1.0943526,-0.627753,0.86321723,0.30834946,0.5468152,30.820680888185304,15.270261911668912
data/Neutral_Female/jt_neutral_9.wav,neutral,-357.61905,133.74551,-69.53795,51.13229,-24.293697,-27.716599,0.34540862,-6.1869597,-29.665546,-16.63222,-1.2166445,-15.20668,-3.8700402,-5.1313024,-14.0737295,-5.3790174,-18.458939,-3.8009212,-9.015662,-10.187265,0.20276418,-11.75858,0.1520688,-0.8400317,-5.1060724,6.1803756,-3.5717065,4.4143267,3.60603,9.325595,0.61061454,-0.47011957,-0.036474288,0.235081,0.4571886,34.931647785381166,16.733070214631518
data/Neutral_Female/neutral_xn_19.wav,neutral,-585.4709,149.14682,-3.462884,26.437378,1.3594482,-0.5028691,10.311872,3.5609732,-0.27833393,8.157616,2.2303839,-2.5608718,3.3885813,-1.4557325,3.8266199,-3.0173872,-2.410822,-4.1192102,-3.789177,-5.84275,-3.0333328,-2.7420096,-3.121294,-2.927841,-3.7785358,-0.44563565,0.17542736,0.6490617,3.0140073,3.8726792,2.465008,1.2616482,1.5017438,0.5296858,0.588561,29.91134207141818,15.351089735268658
data/Neutral_Female/neutral_xn_18.wav,neutral,-568.9677,142.99706,-11.423151,43.692097,-3.1700451,-10.270974,10.814231,3.5632355,-1.9338086,8.110709,5.4715185,-1.5094876,6.348829,-2.4500551,2.5489786,-0.69696385,-2.1994252,-3.7280715,-3.138265,-6.264696,-2.6771812,-2.4331634,-1.9268223,-1.2299008,-2.891405,-1.3467398,-1.9692382,-2.1570616,-1.0305564,2.6229563,-0.38702255,0.27802825,0.9217253,0.54538786,0.4484532,31.198620109259583,15.050900793424223
data/Neutral_Female/jt_neutral_2.wav,neutral,-371.63837,139.27322,-63.37192,49.70809,-26.886314,-21.430447,-1.4654839,4.9927,-26.235422,-7.7088814,-1.7141552,-7.544353,-2.036244,-8.597848,-4.6176095,-8.276666,-12.378578,-4.9045534,-10.518863,-8.409041,-1.0609475,-12.639505,-3.7033706,-4.515725,-12.045424,-3.9617386,-7.9064603,-2.1467547,1.0203407,5.7566576,1.3574191,1.6666783,1.0088565,0.44651148,0.43433288,36.0821622635639,15.407950735048946
data/Neutral_Female/neutral_xn_15.wav,neutral,-567.28467,124.07325,-6.8149133,53.51623,5.5565352,-10.423849,10.572498,-2.274777,-5.934436,8.680889,4.268795,-2.7027342,4.976124,-3.6139016,0.7353987,-1.2643812,-4.653015,-4.7532024,-2.6037228,-7.993462,-4.1017833,-3.1246386,-3.1991613,-0.7060489,-2.9869378,-0.85118395,0.19179443,-0.999704,-0.63051486,0.8291021,0.48774418,1.2960671,3.0383885,0.5200735,0.44036242,31.509029240656254,16.428327189300532
data/Neutral_Female/neutral_xn_14.wav,neutral,-594.77045,132.26157,-4.5334144,56.754513,0.66001105,-5.881642,21.316086,0.42176363,3.7594879,8.080965,-2.154881,-1.6746341,3.7773123,-5.4576716,1.9450324,-2.8897967,-3.5021276,-5.532436,-2.7321885,-5.6999464,-4.0910983,-2.5818832,-5.437609,-5.6674767,-5.5229397,-3.780341,-0.8146588,1.7131637,3.9226112,4.350491,2.2685468,1.8055177,1.8035944,0.3736003,0.5383844,31.54565370604689,17.58754731304981
data/Neutral_Female/jt_neutral_3.wav,neutral,-380.69946,139.60178,-55.487873,57.912697,-28.526766,-23.355402,6.0204334,-2.3983474,-27.660856,-10.938159,-6.1944423,-7.584756,-3.5467615,-7.935294,-5.4685116,-7.777784,-12.128338,-6.5002346,-10.81521,-9.025369,-3.0919461,-12.583682,-2.761685,-5.0406327,-10.140282,-0.18831708,-6.178587,0.48309278,3.6746535,8.935799,3.6237261,1.1671314,-1.2512836,0.2697032,0.5357936,37.31462342872641,15.551451882986203
data/Neutral_Female/jt_neutral_1.wav,neutral,-355.7703,136.28413,-56.21089,54.66052,-20.703873,-24.797873,1.804625,-4.537854,-31.664091,-7.746058,-7.161515,-7.4347644,-1.5932194,-7.251449,-9.046443,-6.058332,-15.824181,-7.0752726,-6.506957,-11.810067,-2.1208212,-7.9086185,-5.2813153,-4.921603,-9.108637,-0.74088883,-2.6176896,3.1462607,3.359658,6.427115,0.55431134,-3.4190693,-1.2858356,0.22030559,0.5468584,35.63577397569264,15.965665039811261
data/Neutral_Female/neutral_xn_16.wav,neutral,-577.88544,149.25348,-2.2983198,37.051155,-3.5390282,-5.7937565,13.062517,3.4756753,-3.5119271,10.892455,4.9796453,-1.2456574,4.354448,-2.1661563,1.5224861,-1.143598,-2.0977552,-3.7595716,-3.3636785,-5.0575953,-2.8873081,-2.715407,-2.4601476,-3.912975,-3.9907732,-0.14239275,0.6164336,2.6714761,2.4664614,1.8017566,-2.7218437,-2.2645292,-0.838853,0.42308012,0.5435149,30.48841934305606,16.697444070714972
data/Neutral_Female/neutral_xn_17.wav,neutral,-569.91846,144.38431,-16.896837,61.11588,0.48443225,-16.85597,13.454208,3.4909122,-2.5054555,10.9855795,3.0459526,-2.3094106,5.1420045,-2.557687,2.925723,-1.0835811,-3.8431067,-4.4397583,-1.1935446,-6.6518464,-4.587979,-3.5786114,-3.0255265,-1.6262555,-2.5228221,0.9833673,1.518575,1.0025381,-2.113823,0.18774268,-1.6592109,-1.0331397,2.262548,0.4541497,0.39315572,31.289094420737907,15.928969793533012
data/Neutral_Female/jt_neutral_4.wav,neutral,-258.94495,149.86848,-62.028442,59.963837,-26.202366,-30.40091,2.052457,3.8077247,-29.960371,-8.716654,-3.6558347,-6.3586206,-5.35382,-3.8837295,-5.5832305,-3.8739736,-12.83026,-6.2018256,-6.0541053,-11.114591,-1.7677274,-8.775565,-2.904308,-1.5885056,-9.500895,-2.6148221,-6.400718,-1.5081565,-0.1687993,3.8788393,-0.01104254,-3.105236,-1.8425114,0.33315665,0.5010245,35.76984437712785,14.663407496590446
